S,2400,3725,20,0,0,0.95,-0.27
A, 500, 2000, 32, 0, 0, 0.86, 0.5
B, 3181, 665, 24, 0, 0, 0.1, -0.995
C, 3600, 2950, 24, 0, 0, 0.57, -0.82
D, 511, 2700, 33, 0, 0, 0.61, 0.8
E, 3602, 3399, 22, 0, 0, 0.92, -0.38
F, 1350, 1210, 21, 0, 0, 0, 1.0
P0,400,1500,35,0,0,0.95,-0.27
P1,2600,2000,22,0,0,0.95,-0.27
P2,3600,3725,22,0,0,0.95,-0.27
